title,price,category,subcategory,image_url,url
Auk Foods Smoky Barbeque Potato Stick-70g,Rs. 120.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8966000077447.jpg,
Auk Foods Pickle Potato Stick-70g,Rs. 120.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8966000077478.jpg,
Auk Foods Masala Potato Stick-70g,Rs. 120.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8966000077416.jpg,
Auk Foods Macho Potato Stick-70g,Rs. 120.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8966000077423.jpg,
Auk Foods Jalapeno Potato Stick-70g,Rs. 120.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8966000077409.jpg,
Auk Foods Chilli & Lime Potato Stick-70g,Rs. 120.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8966000077485.jpg,
Nutrilov Zero Sugar Free Chocolate Brownie Bar-40g,Rs. 245.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/721688728016.jpg,
Nutrilov Protein Peanut Butter Choco Chip Bar-50g,Rs. 295.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/721688727941.jpg,
Nutrilov Kids Fudge Brownie Bar-20g,Rs. 100.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/796554987293.jpg,
Nutrilov Kids Chocolate Chip Cookie Bar-20g,Rs. 100.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/796554987309.jpg,
Munch Oh! Tricos Hot Sriracha Snacks-32g,Rs. 85.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/718603721832.jpg,
Kracks Salt & Vinegar Flavor Potato Chips-110g,Rs. 499.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8887290527453.jpg,
Kolson Rice Chips Smoked Paprika-25g,Rs. 50.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/788364955197.jpg,
Shahi Tacoz Chunky Snacks Mexican Chili-45g,Rs. 50.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003508760.jpg,
Shahi Tacoz American BBQ Crunchy Snacks-45g,Rs. 50.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003508753.jpg,
Munch Oh! Tricos Nacho Cheese Snacks-64g,Rs. 170.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/732131593419.jpg,
Munch Oh! Tricos Flaming Hot Snacks-64g,Rs. 170.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/718603721818.jpg,
Munch Oh! Tricos Chilli Lime Snacks-32g,Rs. 85.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Macho's Nachos Sweet & Corny Tortilla Chips-38g,Rs. 80.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Wavy Yogurt & Herb Snacks-30g,Rs. 50.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kolson Flaming Hot Rice Chips-25g,Rs. 50.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kolson Flaming Hot Rice Chips-10g,Rs. 20.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Nutrilov Crunchy Cereal Double Chocolate-60g,Rs. 385.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Nature Gran Almond Espresso Granola Bar-45g,Rs. 225.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Maria Oat Bar Crunchy Peanut Butter-40g,Rs. 250.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Maria Oat Bar Crispy Chocolate & Peanut Butter-40g,Rs. 250.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Wavy Yogurt & Herb Snacks-45g,Rs. 70.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Wavy Yogurt & Herb Snacks-16g,Rs. 30.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kurkure Mirchili Chana Chaat Snacks-41g,Rs. 50.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Shahi Nimco Salted Chips Snacks-40g,Rs. 50.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003508647.jpg,
Shahi Coated Peanuts Spicy Paprika Snacks-45g,Rs. 50.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003508845.jpg,
Shahi Coated Peanuts Smoky BBQ Snacks-45g,Rs. 50.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003508838.jpg,
Lay's Wavy Masala Twist Snacks-17g,Rs. 30.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964002345724.jpg,
Kurkure Chatpati Dahi Papri Snacks-41g,Rs. 50.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964002345762.jpg,
Shahi Nimco Salted Peanut Snacks-27g,Rs. 50.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003508425.jpg,
Shahi Chilli Chips-125g,Rs. 100.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964000597538.jpg,
JoJo Pingos Spicy Chicken Flavored Snacks-40g,Rs. 100.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003070762.jpg,
Munch Oh! Tricos Italian Pizza Snacks-32g,Rs. 85.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/718603721849.jpg,
Munch Oh! Tricos Nacho Cheese Snacks-32g,Rs. 85.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/732131593372.jpg,
Munch Oh! Tricos Barbeque Snacks-32g,Rs. 85.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/732131593365.jpg,
Munch Oh! Tricos Flaming Hot Snacks-32g,Rs. 85.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/732131593396.jpg,
Munch Oh! Tricos Barbeque Snacks-64g,Rs. 170.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/732131593402.jpg,
Auk Foods Italian Snacks Circle-100g,Rs. 85.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/608011474348.jpg,
Kurkure Chatpati Dahi Papri-21g,Rs. 30.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964002345755.jpg,
Nimco Corner Salted Finger Chips-200g,Rs. 315.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964001275022.jpg,
Kolson Potato Sticks Snacks-60g,Rs. 80.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/671866277020.jpg,
Shahi Nimko Salted Chips-83.4g,Rs. 50.00,Chips And Snacks,Chips Snacks,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8994003500785.jpg,
Shahi Nimco Black Pepper Chips Snacks-40g,Rs. 40.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Reload Honey Cardamom & Almond Granola Bar-40g,Rs. 180.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Nature Gran Pistachio & White Chocolate Chip Bar-45g,Rs. 225.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Nature Gran Oats & Honey Granola Bar-45g,Rs. 225.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Nature Gran Chocolate Fig & Nuts Granola Bar-45g,Rs. 225.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Nature Gran Chocolate Brownie Granola Bar-45g,Rs. 225.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Miaow Miaow Ketchup Keropok Berpersia Snacks-60g,Rs. 550.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Miaow Miaow Hoop Spicy Garlic Rings-50g,Rs. 550.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Miaow Miaow Hoop Mexican Chicken Rings-50g,Rs. 550.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Miaow Miaow Hoop Cheesy BBQ Rings-50g,Rs. 550.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Miaow Miaow Flame Sambal Balado Prawn Crackers-50g,Rs. 550.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Miaow Miaow Flame Korean Spicy Prawn Crackers-50g,Rs. 550.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Miaow Miaow Flame Curry BBQ Prawn Crackers-50g,Rs. 550.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Miaow Miaow Cheese Balls Savoury Snacks-60g,Rs. 550.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Classic Snacks 25% Extra-21g,Rs. 30.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kurkure Mirchili Chana Chaat Snacks-21g,Rs. 30.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
JoJo Pingos Fire Masala Flavored Snacks-40g,Rs. 100.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Jazaa Dal Moong Nimko-200g,Rs. 240.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Jazaa Daal Chana Nimko-200g,Rs. 220.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Go Royale Potato Sticks Salted-60g,Rs. 100.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Go Royale Potato Sticks Cheese-60g,Rs. 100.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Go Royale Daal Mooth-72g,Rs. 100.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Cornups Sweet & Salty Snacks-26g,Rs. 50.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Cornups Chatpata Achari Snacks-26g,Rs. 50.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Paprika Hangout Pack-45g,Rs. 70.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Masala 25% Extra-21g,Rs. 30.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Poppin Taxos Barbeque Snacks-45g,Rs. 375.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Poppin Taxos Mexican Jalapeno Snacks-110g,Rs. 599.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Poppin Taxos Salt & Vinegar Snacks-110g,Rs. 499.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Poppin Taxos Chilli & Lime Snacks-110g,Rs. 599.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's French Cheese Snacks-21g,Rs. 30.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Yogurt & Herb Snacks-34.4g,Rs. 50.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Salt Classic Snacks-34.4g,Rs. 50.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kracks Paprika Flavour Potato Crisps Snacks-110g,Rs. 499.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Yogurt & Herb Snacks-21g,Rs. 30.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Masala Snacks-34.4g,Rs. 50.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Paprika Snacks-34.4g,Rs. 50.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Paprika Snacks-21g,Rs. 30.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Qalandar Foods Supreme Nimko-200g,Rs. 485.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Wavy Flamin Hot Party Pack-70g,Rs. 100.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kracks Cheese Flavour Potato Crisps Snacks-110g,Rs. 499.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kolson Twich Classic Flavour Snacks-35g,Rs. 50.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Wavy Texas BBQ Party pack-70g,Rs. 100.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Wavy Flamin Hot Hangout-45g,Rs. 70.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Wavy Flamin Hot Snacks-30g,Rs. 50.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Cheetos Puffs Ketchup Snacks-19g,Rs. 30.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Pringles Potato Crisps Original-37g,Rs. 420.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Pickfit Almond & Coconut Granola Bar-40g,Rs. 190.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Yogurt & Herb Potato Chips-45g,Rs. 70.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Wavy Texas BBQ Snacks Hangout Pack-45g,Rs. 70.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Wavy Texas BBQ Potato Chips-30g,Rs. 50.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Masala Potato Chips-45g,Rs. 70.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's French Cheese Potato Chips-45g,Rs. 70.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lay's Classic Potato Chips-45g,Rs. 70.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Fico Masala Crisps-80g,Rs. 115.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Cheetos Bites Vegetable Snacks-34g,Rs. 50.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Fico Small Nimko-150g,Rs. 180.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Fico Mewa Nimko-150g,Rs. 180.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Fico Large Nimko-150g,Rs. 180.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Fico Finger Nimko-150g,Rs. 180.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Frips Chilli Pepper & Lime Snacks-90g,Rs. 390.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Fico Mix Nimko-150g,Rs. 180.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Qalandar Foods Daal Moong-140g,Rs. 275.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Pickfit Cranberry & Almond Granola Bar-40g,Rs. 190.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Pickfit Coffee & Almond Granola Bar-40g,Rs. 190.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Pickfit Chocolate Brownie Granola Bar-40g,Rs. 190.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Qalandar Foods Dahi Bondi-300g,Rs. 290.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Auk Foods Bikaneri Bhujia Nimko-225g,Rs. 299.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Ballay Ballay Mix Nimco-24g,Rs. 20.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Noms Nachos Pink Salt & Pepper Snacks-64g,Rs. 150.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Noms Nachos Sour Cream & Herb Snacks-64g,Rs. 150.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Noms Nachos Smoky BBQ Snacks-32g,Rs. 80.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Noms Nachos Sour Cream & Herb Snacks-32g,Rs. 80.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kracks Sour Cream & Onion Potato Crisps-45g,Rs. 315.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kracks Sour Cream & Onion Potato Crisps-110g,Rs. 499.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kracks Original Potato Crisps-45g,Rs. 315.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kracks Original Potato Crisps-110g,Rs. 499.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kracks Hot & Spicy Potato Crisps-45g,Rs. 315.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kracks Hot & Spicy Potato Crisps-110g,Rs. 499.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kracks Barbeque Potato Crisps-45g,Rs. 315.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kracks Barbeque Potato Crisps-110g,Rs. 499.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Auk Foods Daal Moong Salty Fried-200g,Rs. 215.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Noms Nachos Smoky BBQ Snacks-64g,Rs. 150.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kurkure Toofaani Mirch Snacks-58g,Rs. 60.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Nimco's Chaat Papri Snacks-180g,Rs. 330.00,Chips And Snacks,Chips Snacks,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
